1,Standing,0,180,111,117
1,Standing,0,180,112,118
1,Standing,0,180,113,117
1,Standing,0,181,114,115
1,Standing,0,181,115,113
1,Standing,0,181,116,111
1,Standing,0,180,117,110
1,Standing,0,181,118,109
1,Standing,0,182,119,108
1,Standing,0,184,120,107
1,Standing,0,184,119,107
1,Standing,0,183,119,108
1,Standing,0,182,118,109
1,Standing,0,181,117,110
1,Standing,0,180,117,111
1,Standing,0,181,117,111
1,Standing,0,181,117,112
1,Standing,0,181,117,113
1,Standing,0,181,117,113
1,Standing,0,181,118,113
1,Standing,0,180,118,112
1,Standing,0,180,119,112
1,Standing,0,180,120,113
1,Standing,0,180,121,113
1,Standing,0,181,121,113
1,Standing,0,181,121,113
1,Standing,0,181,121,113
1,Standing,0,181,120,113
1,Standing,0,180,119,113
1,Standing,0,180,118,113
1,Standing,0,181,118,114
1,Standing,0,181,118,115
1,Standing,0,182,118,114
1,Standing,0,182,118,114
1,Standing,0,182,118,114
1,Standing,0,182,118,114
1,Standing,0,182,118,114
1,Standing,0,182,118,115
1,Standing,0,182,118,115
1,Standing,0,182,118,114
1,Standing,0,182,118,114
1,Standing,0,182,118,114
1,Standing,0,181,118,114
1,Standing,0,181,118,114
1,Standing,0,181,118,114
1,Standing,0,181,118,114
1,Standing,0,182,119,114
1,Standing,0,182,119,113
1,Standing,0,182,120,113
1,Standing,0,182,120,112
1,Standing,0,181,121,113
1,Standing,0,181,121,114
1,Standing,0,181,121,114
1,Standing,0,180,121,113
1,Standing,0,179,121,112
1,Standing,0,179,122,112
1,Standing,0,179,121,111
1,Standing,0,179,121,112
1,Standing,0,179,120,111
1,Standing,0,180,120,111
1,Standing,0,181,120,110
1,Standing,0,183,120,109
1,Standing,0,184,121,109
1,Standing,0,183,121,109
1,Standing,0,184,121,110
1,Standing,0,184,122,111
1,Standing,0,183,122,112
1,Standing,0,182,122,112
1,Standing,0,181,123,112
1,Standing,0,180,123,112
1,Standing,0,180,122,113
